printing l1
{Gene6_UP,Gene68_Down} : 44
{Gene13_Down,Gene23_UP} : 40
{Gene97_Down,Gene28_Down} : 43
{Gene88_Down,Gene91_UP} : 46
{Gene88_Down,Gene32_Down} : 43
{Gene51_Down,Gene96_Down} : 44
{Gene91_UP,Gene96_Down} : 43
{Gene6_UP,Gene28_Down} : 50
{Gene38_Down,Gene36_UP} : 42
{Gene32_Down,Gene55_UP} : 40
{Gene44_Down,Gene72_UP} : 49
{Gene38_Down,Gene32_Down} : 53
{Gene82_Down,Gene70_Down} : 46
{Gene13_Down,Gene21_UP} : 45
{Gene52_Down,Gene65_Down} : 45
{Gene82_Down,Gene13_Down} : 51
{Gene22_UP,Gene59_UP} : 42
{Gene28_Down,Gene29_Down} : 40
{Gene82_Down,Gene16_Down} : 43
{Gene87_UP,Gene52_Down} : 47
{Gene70_Down,Gene11_Down} : 40
{Gene17_UP,Gene87_UP} : 42
{Gene10_Down,Gene52_Down} : 47
{Gene54_UP,Gene8_UP} : 49
{Gene58_Down,Gene67_UP} : 40
{Gene41_Down,Gene54_UP} : 46
{Gene95_Down,Gene87_UP} : 43
{Gene45_UP,Gene28_Down} : 41
{Gene87_UP,Gene32_Down} : 46
{Gene58_Down,Gene38_Down} : 48
{Gene80_Down,Gene71_UP} : 42
{Gene28_Down,Gene59_UP} : 51
{Gene59_UP,Gene53_UP} : 40
{Gene37_UP,Gene88_Down} : 43
{Gene59_UP,Gene97_Down} : 49
{Gene72_UP,Gene51_Down} : 43
{Gene87_UP,Gene2_Down} : 48
{Gene30_Down,Gene65_Down} : 41
{Gene49_Down,Gene96_Down} : 40
{Gene65_Down,Gene72_UP} : 44
{Gene89_UP,Gene47_UP} : 43
{Gene88_Down,Gene82_Down} : 46
{Gene59_UP,Gene82_Down} : 57
{Gene32_Down,Gene96_Down} : 47
{Gene78_UP,Gene95_Down} : 40
{Gene13_Down,Gene32_Down} : 44
{Gene88_Down,Gene6_UP} : 45
{Gene47_UP,Gene60_UP} : 40
{Gene4_Down,Gene88_Down} : 40
{Gene41_Down,Gene91_UP} : 42
{Gene88_Down,Gene28_Down} : 52
{Gene47_UP,Gene89_UP} : 43
{Gene71_UP,Gene88_Down} : 44
{Gene32_Down,Gene78_UP} : 40
{Gene10_Down,Gene96_Down} : 47
{Gene68_Down,Gene82_Down} : 43
{Gene21_UP,Gene88_Down} : 40
{Gene77_UP,Gene47_UP} : 41
{Gene21_UP,Gene6_UP} : 44
{Gene60_UP,Gene47_UP} : 40
{Gene71_UP,Gene10_Down} : 42
{Gene32_Down,Gene13_Down} : 44
{Gene96_Down,Gene58_Down} : 43
{Gene10_Down,Gene54_UP} : 46
{Gene28_Down,Gene72_UP} : 49
{Gene59_UP,Gene51_Down} : 43
{Gene10_Down,Gene26_UP} : 40
{Gene59_UP,Gene23_UP} : 42
{Gene87_UP,Gene82_Down} : 43
{Gene59_UP,Gene41_Down} : 47
{Gene32_Down,Gene87_UP} : 46
{Gene18_Down,Gene28_Down} : 41
{Gene88_Down,Gene75_UP} : 43
{Gene6_UP,Gene70_Down} : 49
{Gene87_UP,Gene68_Down} : 46
{Gene87_UP,Gene38_Down} : 49
{Gene10_Down,Gene100_Down} : 42
{Gene32_Down,Gene8_UP} : 42
{Gene89_UP,Gene59_UP} : 45
{Gene2_Down,Gene41_Down} : 48
{Gene27_Down,Gene59_UP} : 40
{Gene28_Down,Gene88_Down} : 52
{Gene37_UP,Gene32_Down} : 40
{Gene76_Down,Gene82_Down} : 43
{Gene45_UP,Gene38_Down} : 43
{Gene70_Down,Gene52_Down} : 45
{Gene24_Down,Gene10_Down} : 43
{Gene87_UP,Gene6_UP} : 46
{Gene26_UP,Gene47_UP} : 40
{Gene22_UP,Gene10_Down} : 40
{Gene53_UP,Gene38_Down} : 40
{Gene38_Down,Gene67_UP} : 51
{Gene28_Down,Gene38_Down} : 55
{Gene1_UP,Gene38_Down} : 54
{Gene32_Down,Gene38_Down} : 53
{Gene59_UP,Gene36_UP} : 48
{Gene52_Down,Gene28_Down} : 52
{Gene13_Down,Gene53_UP} : 41
{Gene6_UP,Gene91_UP} : 49
{Gene18_Down,Gene88_Down} : 41
{Gene95_Down,Gene38_Down} : 42
{Gene59_UP,Gene17_UP} : 42
{Gene97_Down,Gene13_Down} : 49
{Gene70_Down,Gene28_Down} : 48
{Gene82_Down,Gene54_UP} : 40
{Gene84_UP,Gene38_Down} : 42
{Gene9_UP,Gene59_UP} : 41
{Gene80_Down,Gene96_Down} : 42
{Gene96_Down,Gene29_Down} : 41
{Gene30_Down,Gene91_UP} : 40
{Gene34_Down,Gene72_UP} : 42
{Gene59_UP,Gene75_UP} : 44
{Gene54_UP,Gene13_Down} : 42
{Gene80_Down,Gene70_Down} : 41
{Gene40_UP,Gene59_UP} : 40
{Gene59_UP,Gene76_Down} : 46
{Gene33_Down,Gene28_Down} : 40
{Gene81_UP,Gene87_UP} : 42
{Gene67_UP,Gene10_Down} : 48
{Gene66_UP,Gene96_Down} : 44
{Gene38_Down,Gene76_Down} : 44
{Gene11_Down,Gene96_Down} : 42
{Gene69_Down,Gene67_UP} : 41
{Gene87_UP,Gene41_Down} : 47
{Gene47_UP,Gene41_Down} : 46
{Gene13_Down,Gene36_UP} : 44
{Gene92_Down,Gene70_Down} : 40
{Gene51_Down,Gene10_Down} : 40
{Gene70_Down,Gene21_UP} : 44
{Gene2_Down,Gene91_UP} : 44
{Gene13_Down,Gene82_Down} : 51
{Gene28_Down,Gene19_Down} : 43
{Gene81_UP,Gene28_Down} : 42
{Gene59_UP,Gene44_Down} : 47
{Gene59_UP,Gene3_UP} : 42
{Gene60_UP,Gene80_Down} : 40
{Gene34_Down,Gene38_Down} : 41
{Gene32_Down,Gene67_UP} : 48
{Gene17_UP,Gene59_UP} : 42
{Gene1_UP,Gene22_UP} : 40
{Gene91_UP,Gene30_Down} : 40
{Gene1_UP,Gene80_Down} : 47
{Gene69_Down,Gene28_Down} : 47
{Gene38_Down,Gene11_Down} : 40
{Gene96_Down,Gene79_Down} : 41
{Gene28_Down,Gene58_Down} : 48
{Gene70_Down,Gene34_Down} : 41
{Gene10_Down,Gene13_Down} : 47
{Gene47_UP,Gene32_Down} : 45
{Gene41_Down,Gene65_Down} : 42
{Gene70_Down,Gene91_UP} : 46
{Gene68_Down,Gene96_Down} : 40
{Gene70_Down,Gene94_UP} : 44
{Gene2_Down,Gene28_Down} : 50
{Gene89_UP,Gene10_Down} : 41
{Gene28_Down,Gene36_UP} : 41
{Gene38_Down,Gene71_UP} : 44
{Gene72_UP,Gene28_Down} : 49
{Gene48_UP,Gene91_UP} : 43
{Gene82_Down,Gene36_UP} : 44
{Gene88_Down,Gene78_UP} : 45
{Gene58_Down,Gene95_Down} : 40
{Gene68_Down,Gene8_UP} : 40
{Gene10_Down,Gene6_UP} : 47
{Gene36_UP,Gene38_Down} : 42
{Gene80_Down,Gene6_UP} : 40
{Gene58_Down,Gene2_Down} : 43
{Gene87_UP,Gene58_Down} : 45
{Gene65_Down,Gene2_Down} : 45
{Gene24_Down,Gene28_Down} : 43
{Gene59_UP,Gene45_UP} : 44
{Gene54_UP,Gene75_UP} : 42
{Gene68_Down,Gene21_UP} : 40
{Gene96_Down,Gene68_Down} : 40
{Gene91_UP,Gene5_UP} : 40
{Gene55_UP,Gene59_UP} : 44
{Gene58_Down,Gene28_Down} : 48
{Gene94_UP,Gene21_UP} : 43
{Gene70_Down,Gene67_UP} : 47
{Gene17_UP,Gene28_Down} : 40
{Gene52_Down,Gene58_Down} : 42
{Gene47_UP,Gene2_Down} : 48
{Gene82_Down,Gene94_UP} : 40
{Gene23_UP,Gene59_UP} : 42
{Gene28_Down,Gene2_Down} : 50
{Gene96_Down,Gene28_Down} : 47
{Gene6_UP,Gene82_Down} : 45
{Gene79_Down,Gene59_UP} : 44
{Gene52_Down,Gene8_UP} : 40
{Gene59_UP,Gene13_Down} : 54
{Gene55_UP,Gene10_Down} : 40
{Gene82_Down,Gene95_Down} : 43
{Gene1_UP,Gene32_Down} : 48
{Gene8_UP,Gene41_Down} : 43
{Gene47_UP,Gene71_UP} : 42
{Gene2_Down,Gene96_Down} : 45
{Gene59_UP,Gene57_Down} : 43
{Gene47_UP,Gene87_UP} : 48
{Gene32_Down,Gene59_UP} : 52
{Gene24_Down,Gene87_UP} : 43
{Gene82_Down,Gene97_Down} : 51
{Gene89_UP,Gene1_UP} : 43
{Gene32_Down,Gene65_Down} : 47
{Gene88_Down,Gene41_Down} : 52
{Gene55_UP,Gene72_UP} : 41
{Gene59_UP,Gene28_Down} : 51
{Gene32_Down,Gene6_UP} : 50
{Gene54_UP,Gene72_UP} : 49
{Gene32_Down,Gene10_Down} : 49
{Gene60_UP,Gene1_UP} : 40
{Gene72_UP,Gene73_Down} : 40
{Gene80_Down,Gene41_Down} : 41
{Gene13_Down,Gene96_Down} : 49
{Gene50_UP,Gene72_UP} : 40
{Gene57_Down,Gene59_UP} : 43
{Gene88_Down,Gene97_Down} : 40
{Gene28_Down,Gene18_Down} : 41
{Gene32_Down,Gene68_Down} : 46
{Gene11_Down,Gene91_UP} : 41
{Gene38_Down,Gene28_Down} : 55
{Gene96_Down,Gene10_Down} : 47
{Gene17_UP,Gene38_Down} : 43
{Gene54_UP,Gene38_Down} : 46
{Gene68_Down,Gene94_UP} : 43
{Gene2_Down,Gene26_UP} : 40
{Gene69_Down,Gene87_UP} : 47
{Gene68_Down,Gene38_Down} : 44
{Gene87_UP,Gene37_UP} : 40
{Gene38_Down,Gene21_UP} : 45
{Gene72_UP,Gene33_UP} : 40
{Gene41_Down,Gene2_Down} : 48
{Gene28_Down,Gene91_UP} : 46
{Gene1_UP,Gene91_UP} : 45
{Gene95_Down,Gene96_Down} : 42
{Gene65_Down,Gene6_UP} : 43
{Gene91_UP,Gene82_Down} : 41
{Gene7_Down,Gene72_UP} : 40
{Gene59_UP,Gene66_UP} : 46
{Gene59_UP,Gene79_Down} : 44
{Gene58_Down,Gene76_Down} : 40
{Gene91_UP,Gene70_Down} : 46
{Gene6_UP,Gene67_UP} : 42
{Gene21_UP,Gene70_Down} : 44
{Gene24_Down,Gene2_Down} : 42
{Gene45_UP,Gene32_Down} : 42
{Gene72_UP,Gene67_UP} : 45
{Gene88_Down,Gene68_Down} : 44
{Gene54_UP,Gene70_Down} : 41
{Gene52_Down,Gene59_UP} : 48
{Gene8_UP,Gene91_UP} : 40
{Gene13_Down,Gene67_UP} : 40
{Gene28_Down,Gene82_Down} : 48
{Gene28_Down,Gene13_Down} : 50
{Gene85_Down,Gene59_UP} : 42
{Gene26_UP,Gene38_Down} : 41
{Gene63_UP,Gene38_Down} : 40
{Gene10_Down,Gene67_UP} : 48
{Gene1_UP,Gene37_UP} : 41
{Gene30_Down,Gene38_Down} : 45
{Gene1_UP,Gene72_UP} : 52
{Gene80_Down,Gene55_UP} : 40
{Gene37_UP,Gene1_UP} : 41
{Gene1_UP,Gene65_Down} : 48
{Gene70_Down,Gene45_UP} : 40
{Gene72_UP,Gene54_UP} : 49
{Gene1_UP,Gene58_Down} : 45
{Gene25_UP,Gene70_Down} : 43
{Gene77_UP,Gene38_Down} : 42
{Gene96_Down,Gene67_UP} : 41
{Gene8_UP,Gene59_UP} : 49
{Gene69_Down,Gene80_Down} : 41
{Gene73_Down,Gene59_UP} : 40
{Gene82_Down,Gene89_UP} : 41
{Gene10_Down,Gene36_UP} : 40
{Gene4_Down,Gene59_UP} : 40
{Gene6_UP,Gene52_Down} : 43
{Gene38_Down,Gene80_Down} : 47
{Gene87_UP,Gene99_UP} : 40
{Gene33_Down,Gene88_Down} : 40
{Gene86_Down,Gene96_Down} : 42
{Gene58_Down,Gene13_Down} : 43
{Gene2_Down,Gene8_UP} : 41
{Gene2_Down,Gene13_Down} : 47
{Gene59_UP,Gene65_Down} : 45
{Gene71_UP,Gene41_Down} : 41
{Gene96_Down,Gene11_Down} : 42
{Gene11_Down,Gene72_UP} : 44
{Gene72_UP,Gene70_Down} : 49
{Gene65_Down,Gene28_Down} : 43
{Gene10_Down,Gene11_Down} : 42
{Gene88_Down,Gene33_Down} : 40
{Gene2_Down,Gene58_Down} : 43
{Gene58_Down,Gene88_Down} : 45
{Gene36_UP,Gene47_UP} : 40
{Gene47_UP,Gene91_UP} : 48
{Gene68_Down,Gene88_Down} : 44
{Gene88_Down,Gene70_Down} : 44
{Gene38_Down,Gene9_Down} : 40
{Gene58_Down,Gene1_UP} : 45
{Gene72_UP,Gene50_UP} : 40
{Gene22_UP,Gene38_Down} : 42
{Gene8_UP,Gene82_Down} : 44
{Gene13_Down,Gene47_UP} : 43
{Gene8_UP,Gene36_UP} : 41
{Gene21_UP,Gene1_UP} : 44
{Gene19_Down,Gene28_Down} : 43
{Gene72_UP,Gene91_UP} : 48
{Gene38_Down,Gene69_Down} : 46
{Gene41_Down,Gene32_Down} : 43
{Gene74_Down,Gene54_UP} : 40
{Gene91_UP,Gene6_UP} : 49
{Gene59_UP,Gene91_UP} : 47
{Gene58_Down,Gene68_Down} : 40
{Gene52_Down,Gene82_Down} : 46
{Gene59_UP,Gene55_UP} : 44
{Gene59_UP,Gene68_Down} : 49
{Gene98_UP,Gene59_UP} : 40
{Gene87_UP,Gene72_UP} : 48
{Gene72_UP,Gene79_Down} : 42
{Gene76_Down,Gene80_Down} : 41
{Gene12_UP,Gene28_Down} : 42
{Gene59_UP,Gene73_Down} : 40
{Gene72_UP,Gene7_Down} : 40
{Gene72_UP,Gene17_UP} : 40
{Gene69_Down,Gene24_Down} : 44
{Gene67_UP,Gene58_Down} : 40
{Gene59_UP,Gene46_Down} : 40
{Gene65_Down,Gene88_Down} : 40
{Gene91_UP,Gene52_Down} : 44
{Gene47_UP,Gene99_UP} : 41
{Gene82_Down,Gene76_Down} : 43
{Gene32_Down,Gene1_UP} : 48
{Gene76_Down,Gene58_Down} : 40
{Gene24_Down,Gene1_UP} : 46
{Gene91_UP,Gene8_UP} : 40
{Gene73_Down,Gene72_UP} : 40
{Gene97_Down,Gene96_Down} : 46
{Gene41_Down,Gene10_Down} : 49
{Gene87_UP,Gene71_UP} : 40
{Gene91_UP,Gene25_UP} : 41
{Gene94_UP,Gene38_Down} : 51
{Gene58_Down,Gene91_UP} : 45
{Gene19_Down,Gene72_UP} : 40
{Gene76_Down,Gene28_Down} : 47
{Gene54_UP,Gene32_Down} : 45
{Gene63_UP,Gene59_UP} : 40
{Gene59_UP,Gene6_UP} : 51
{Gene52_Down,Gene70_Down} : 45
{Gene97_Down,Gene44_Down} : 44
{Gene36_UP,Gene88_Down} : 44
{Gene52_Down,Gene32_Down} : 45
{Gene45_UP,Gene47_UP} : 40
{Gene6_UP,Gene65_Down} : 43
{Gene28_Down,Gene94_UP} : 43
{Gene80_Down,Gene47_UP} : 44
{Gene8_UP,Gene71_UP} : 40
{Gene10_Down,Gene65_Down} : 47
{Gene8_UP,Gene68_Down} : 40
{Gene59_UP,Gene85_Down} : 42
{Gene1_UP,Gene96_Down} : 47
{Gene5_UP,Gene88_Down} : 41
{Gene87_UP,Gene8_UP} : 44
{Gene88_Down,Gene5_UP} : 41
{Gene59_UP,Gene34_Down} : 42
{Gene67_UP,Gene2_Down} : 43
{Gene6_UP,Gene10_Down} : 47
{Gene55_UP,Gene38_Down} : 41
{Gene81_UP,Gene10_Down} : 43
{Gene47_UP,Gene30_Down} : 41
{Gene30_Down,Gene88_Down} : 41
{Gene67_UP,Gene38_Down} : 51
{Gene38_Down,Gene13_Down} : 47
{Gene38_Down,Gene41_Down} : 50
{Gene8_UP,Gene76_Down} : 40
{Gene1_UP,Gene10_Down} : 50
{Gene87_UP,Gene65_Down} : 43
{Gene99_UP,Gene47_UP} : 41
{Gene53_UP,Gene59_UP} : 40
{Gene78_UP,Gene32_Down} : 40
{Gene35_Down,Gene72_UP} : 40
{Gene30_Down,Gene59_UP} : 42
{Gene16_Down,Gene13_Down} : 41
{Gene20_Down,Gene32_Down} : 40
{Gene70_Down,Gene96_Down} : 44
{Gene69_Down,Gene96_Down} : 41
{Gene36_UP,Gene13_Down} : 44
{Gene48_UP,Gene87_UP} : 40
{Gene96_Down,Gene83_UP} : 41
{Gene35_Down,Gene88_Down} : 40
{Gene12_UP,Gene13_Down} : 40
{Gene26_UP,Gene10_Down} : 40
{Gene88_Down,Gene73_Down} : 40
{Gene72_UP,Gene6_UP} : 48
{Gene10_Down,Gene55_UP} : 40
{Gene59_UP,Gene69_Down} : 46
{Gene70_Down,Gene38_Down} : 54
{Gene47_UP,Gene88_Down} : 49
{Gene6_UP,Gene5_UP} : 41
{Gene47_UP,Gene54_UP} : 43
{Gene81_UP,Gene8_UP} : 45
{Gene25_UP,Gene38_Down} : 42
{Gene1_UP,Gene60_UP} : 40
{Gene94_UP,Gene58_Down} : 44
{Gene88_Down,Gene58_Down} : 45
{Gene52_Down,Gene21_UP} : 41
{Gene59_UP,Gene98_UP} : 40
{Gene95_Down,Gene72_UP} : 44
{Gene82_Down,Gene68_Down} : 43
{Gene82_Down,Gene47_UP} : 40
{Gene38_Down,Gene25_UP} : 42
{Gene36_UP,Gene1_UP} : 43
{Gene94_UP,Gene68_Down} : 43
{Gene1_UP,Gene66_UP} : 40
{Gene69_Down,Gene59_UP} : 46
{Gene89_UP,Gene2_Down} : 41
{Gene59_UP,Gene16_Down} : 46
{Gene68_Down,Gene47_UP} : 41
{Gene87_UP,Gene36_UP} : 41
{Gene38_Down,Gene22_UP} : 42
{Gene28_Down,Gene32_Down} : 50
{Gene69_Down,Gene6_UP} : 43
{Gene59_UP,Gene80_Down} : 48
{Gene32_Down,Gene47_UP} : 45
{Gene41_Down,Gene1_UP} : 47
{Gene96_Down,Gene95_Down} : 42
{Gene59_UP,Gene22_UP} : 42
{Gene10_Down,Gene77_UP} : 41
{Gene48_UP,Gene38_Down} : 43
{Gene100_Down,Gene72_UP} : 42
{Gene96_Down,Gene82_Down} : 52
{Gene52_Down,Gene68_Down} : 40
{Gene68_Down,Gene32_Down} : 46
{Gene70_Down,Gene80_Down} : 41
{Gene44_Down,Gene97_Down} : 44
{Gene58_Down,Gene70_Down} : 47
{Gene70_Down,Gene6_UP} : 49
{Gene96_Down,Gene49_Down} : 40
{Gene51_Down,Gene28_Down} : 43
{Gene58_Down,Gene82_Down} : 44
{Gene96_Down,Gene44_Down} : 43
{Gene20_Down,Gene72_UP} : 42
{Gene94_UP,Gene80_Down} : 40
{Gene14_UP,Gene72_UP} : 40
{Gene41_Down,Gene28_Down} : 51
{Gene59_UP,Gene77_UP} : 42
{Gene38_Down,Gene87_UP} : 49
{Gene96_Down,Gene55_UP} : 41
{Gene44_Down,Gene59_UP} : 47
{Gene59_UP,Gene95_Down} : 47
{Gene60_UP,Gene38_Down} : 42
{Gene32_Down,Gene2_Down} : 44
{Gene13_Down,Gene6_UP} : 50
