printing l1
[Gene10_Down, Gene82_Down] : 45
[Gene52_Down, Gene45_UP] : 40
[Gene65_Down, Gene70_Down] : 47
[Gene8_UP, Gene88_Down] : 51
[Gene80_Down, Gene88_Down] : 49
[Gene9_UP, Gene59_UP] : 41
[Gene9_Down, Gene38_Down] : 40
[Gene52_Down, Gene47_UP] : 45
[Gene87_UP, Gene72_UP] : 48
[Gene91_UP, Gene65_Down] : 45
[Gene38_Down, Gene24_Down] : 44
[Gene51_Down, Gene13_Down] : 41
[Gene28_Down, Gene11_Down] : 40
[Gene41_Down, Gene80_Down] : 41
[Gene96_Down, Gene55_UP] : 41
[Gene6_UP, Gene10_Down] : 47
[Gene6_UP, Gene47_UP] : 47
[Gene96_Down, Gene78_UP] : 47
[Gene38_Down, Gene81_UP] : 44
[Gene80_Down, Gene8_UP] : 46
[Gene82_Down, Gene2_Down] : 43
[Gene6_UP, Gene52_Down] : 43
[Gene28_Down, Gene24_Down] : 43
[Gene10_Down, Gene32_Down] : 49
[Gene72_UP, Gene49_Down] : 43
[Gene72_UP, Gene34_Down] : 42
[Gene5_UP, Gene88_Down] : 41
[Gene10_Down, Gene94_UP] : 50
[Gene41_Down, Gene96_Down] : 42
[Gene72_UP, Gene51_Down] : 43
[Gene47_UP, Gene24_Down] : 41
[Gene63_UP, Gene38_Down] : 40
[Gene8_UP, Gene81_UP] : 45
[Gene96_Down, Gene13_Down] : 49
[Gene1_UP, Gene89_UP] : 43
[Gene72_UP, Gene82_Down] : 58
[Gene47_UP, Gene38_Down] : 54
[Gene96_Down, Gene83_UP] : 41
[Gene32_Down, Gene13_Down] : 44
[Gene23_UP, Gene1_UP] : 40
[Gene38_Down, Gene37_UP] : 41
[Gene69_Down, Gene13_Down] : 42
[Gene75_UP, Gene38_Down] : 44
[Gene52_Down, Gene32_Down] : 45
[Gene2_Down, Gene65_Down] : 45
[Gene87_UP, Gene1_UP] : 45
[Gene45_UP, Gene88_Down] : 41
[Gene91_UP, Gene1_UP] : 45
[Gene10_Down, Gene47_UP] : 51
[Gene59_UP, Gene73_Down] : 40
[Gene67_UP, Gene2_Down] : 43
[Gene81_UP, Gene1_UP] : 44
[Gene68_Down, Gene88_Down] : 44
[Gene28_Down, Gene88_Down] : 52
[Gene69_Down, Gene58_Down] : 40
[Gene25_UP, Gene88_Down] : 40
[Gene47_UP, Gene99_UP] : 41
[Gene87_UP, Gene59_UP] : 51
[Gene59_UP, Gene88_Down] : 55
[Gene8_UP, Gene32_Down] : 42
[Gene32_Down, Gene54_UP] : 45
[Gene6_UP, Gene5_UP] : 41
[Gene54_UP, Gene70_Down] : 41
[Gene69_Down, Gene76_Down] : 41
[Gene96_Down, Gene49_Down] : 40
[Gene87_UP, Gene82_Down] : 43
[Gene69_Down, Gene28_Down] : 47
[Gene38_Down, Gene17_UP] : 43
[Gene78_UP, Gene95_Down] : 40
[Gene59_UP, Gene53_UP] : 40
[Gene78_UP, Gene66_UP] : 40
[Gene11_Down, Gene91_UP] : 41
[Gene69_Down, Gene70_Down] : 40
[Gene72_UP, Gene19_Down] : 40
[Gene96_Down, Gene15_Down] : 40
[Gene3_UP, Gene38_Down] : 40
[Gene69_Down, Gene59_UP] : 46
[Gene67_UP, Gene94_UP] : 40
[Gene72_UP, Gene89_UP] : 46
[Gene48_UP, Gene13_Down] : 40
[Gene91_UP, Gene13_Down] : 44
[Gene72_UP, Gene73_Down] : 40
[Gene72_UP, Gene10_Down] : 48
[Gene6_UP, Gene67_UP] : 42
[Gene47_UP, Gene54_UP] : 43
[Gene6_UP, Gene21_UP] : 44
[Gene59_UP, Gene1_UP] : 53
[Gene96_Down, Gene31_UP] : 40
[Gene34_Down, Gene70_Down] : 41
[Gene24_Down, Gene80_Down] : 45
[Gene59_UP, Gene66_UP] : 46
[Gene47_UP, Gene78_UP] : 41
[Gene96_Down, Gene89_UP] : 41
[Gene97_Down, Gene8_UP] : 41
[Gene91_UP, Gene25_UP] : 41
[Gene60_UP, Gene88_Down] : 42
[Gene47_UP, Gene65_Down] : 43
[Gene22_UP, Gene1_UP] : 40
[Gene10_Down, Gene88_Down] : 52
[Gene28_Down, Gene70_Down] : 48
[Gene16_Down, Gene82_Down] : 43
[Gene58_Down, Gene13_Down] : 43
[Gene20_Down, Gene32_Down] : 40
[Gene47_UP, Gene45_UP] : 40
[Gene67_UP, Gene54_UP] : 40
[Gene3_UP, Gene59_UP] : 42
[Gene8_UP, Gene54_UP] : 49
[Gene59_UP, Gene57_Down] : 43
[Gene76_Down, Gene1_UP] : 43
[Gene59_UP, Gene77_UP] : 42
[Gene47_UP, Gene89_UP] : 43
[Gene18_Down, Gene88_Down] : 41
[Gene38_Down, Gene68_Down] : 44
[Gene38_Down, Gene8_UP] : 45
[Gene96_Down, Gene54_UP] : 45
[Gene1_UP, Gene70_Down] : 50
[Gene10_Down, Gene51_Down] : 40
[Gene38_Down, Gene22_UP] : 42
[Gene10_Down, Gene55_UP] : 40
[Gene91_UP, Gene82_Down] : 41
[Gene15_Down, Gene1_UP] : 42
[Gene82_Down, Gene32_Down] : 42
[Gene38_Down, Gene45_UP] : 43
[Gene47_UP, Gene71_UP] : 42
[Gene55_UP, Gene1_UP] : 41
[Gene28_Down, Gene19_Down] : 43
[Gene86_Down, Gene88_Down] : 42
[Gene28_Down, Gene94_UP] : 43
[Gene87_UP, Gene91_UP] : 43
[Gene80_Down, Gene54_UP] : 44
[Gene52_Down, Gene70_Down] : 45
[Gene28_Down, Gene71_UP] : 42
[Gene67_UP, Gene80_Down] : 43
[Gene52_Down, Gene28_Down] : 52
[Gene47_UP, Gene91_UP] : 48
[Gene72_UP, Gene66_UP] : 43
[Gene28_Down, Gene86_Down] : 40
[Gene38_Down, Gene76_Down] : 44
[Gene72_UP, Gene68_Down] : 48
[Gene10_Down, Gene66_UP] : 41
[Gene16_Down, Gene13_Down] : 41
[Gene8_UP, Gene95_Down] : 43
[Gene59_UP, Gene2_Down] : 48
[Gene10_Down, Gene2_Down] : 48
[Gene1_UP, Gene36_UP] : 43
[Gene72_UP, Gene95_Down] : 44
[Gene11_Down, Gene58_Down] : 40
[Gene28_Down, Gene41_Down] : 51
[Gene59_UP, Gene90_UP] : 41
[Gene72_UP, Gene50_UP] : 40
[Gene10_Down, Gene71_UP] : 42
[Gene76_Down, Gene2_Down] : 40
[Gene58_Down, Gene1_UP] : 45
[Gene10_Down, Gene76_Down] : 42
[Gene16_Down, Gene70_Down] : 40
[Gene28_Down, Gene21_UP] : 47
[Gene8_UP, Gene1_UP] : 43
[Gene72_UP, Gene8_UP] : 47
[Gene28_Down, Gene38_Down] : 55
[Gene87_UP, Gene32_Down] : 46
[Gene47_UP, Gene32_Down] : 45
[Gene72_UP, Gene38_Down] : 51
[Gene96_Down, Gene25_UP] : 40
[Gene2_Down, Gene89_UP] : 41
[Gene78_UP, Gene13_Down] : 41
[Gene91_UP, Gene2_Down] : 44
[Gene72_UP, Gene26_UP] : 40
[Gene51_Down, Gene32_Down] : 41
[Gene70_Down, Gene13_Down] : 45
[Gene6_UP, Gene28_Down] : 50
[Gene2_Down, Gene21_UP] : 42
[Gene58_Down, Gene2_Down] : 43
[Gene47_UP, Gene16_Down] : 41
[Gene59_UP, Gene47_UP] : 47
[Gene87_UP, Gene94_UP] : 43
[Gene78_UP, Gene1_UP] : 40
[Gene71_UP, Gene8_UP] : 40
[Gene78_UP, Gene32_Down] : 40
[Gene72_UP, Gene80_Down] : 44
[Gene87_UP, Gene71_UP] : 40
[Gene67_UP, Gene91_UP] : 46
[Gene72_UP, Gene43_UP] : 40
[Gene94_UP, Gene21_UP] : 43
[Gene72_UP, Gene45_UP] : 44
[Gene59_UP, Gene26_Down] : 41
[Gene41_Down, Gene91_UP] : 42
[Gene72_UP, Gene47_UP] : 46
[Gene6_UP, Gene72_UP] : 48
[Gene67_UP, Gene70_Down] : 47
[Gene10_Down, Gene16_Down] : 41
[Gene82_Down, Gene95_Down] : 43
[Gene54_UP, Gene88_Down] : 52
[Gene69_Down, Gene72_UP] : 44
[Gene72_UP, Gene92_Down] : 41
[Gene6_UP, Gene58_Down] : 47
[Gene77_UP, Gene13_Down] : 40
[Gene72_UP, Gene97_Down] : 51
[Gene75_UP, Gene88_Down] : 43
[Gene10_Down, Gene46_Down] : 40
[Gene59_UP, Gene70_Down] : 49
[Gene58_Down, Gene30_Down] : 41
[Gene72_UP, Gene75_UP] : 40
[Gene72_UP, Gene70_Down] : 49
[Gene58_Down, Gene32_Down] : 49
[Gene52_Down, Gene38_Down] : 55
[Gene59_UP, Gene38_Down] : 53
[Gene28_Down, Gene58_Down] : 48
[Gene38_Down, Gene66_UP] : 45
[Gene92_Down, Gene70_Down] : 40
[Gene59_UP, Gene19_Down] : 41
[Gene10_Down, Gene17_UP] : 40
[Gene6_UP, Gene41_Down] : 42
[Gene88_Down, Gene70_Down] : 44
[Gene76_Down, Gene82_Down] : 43
[Gene68_Down, Gene36_UP] : 42
[Gene58_Down, Gene91_UP] : 45
[Gene8_UP, Gene13_Down] : 40
[Gene87_UP, Gene47_UP] : 48
[Gene59_UP, Gene75_UP] : 44
[Gene94_UP, Gene88_Down] : 40
[Gene41_Down, Gene2_Down] : 48
[Gene24_Down, Gene8_UP] : 45
[Gene41_Down, Gene78_UP] : 40
[Gene52_Down, Gene88_Down] : 47
[Gene58_Down, Gene82_Down] : 44
[Gene96_Down, Gene44_Down] : 43
[Gene28_Down, Gene80_Down] : 44
[Gene13_Down, Gene95_Down] : 43
[Gene76_Down, Gene32_Down] : 41
[Gene38_Down, Gene70_Down] : 54
[Gene38_Down, Gene32_Down] : 53
[Gene69_Down, Gene54_UP] : 45
[Gene80_Down, Gene94_UP] : 40
[Gene87_UP, Gene89_UP] : 41
[Gene72_UP, Gene96_Down] : 59
[Gene41_Down, Gene8_UP] : 43
[Gene59_UP, Gene98_UP] : 40
[Gene6_UP, Gene59_UP] : 51
[Gene37_UP, Gene54_UP] : 40
[Gene59_UP, Gene100_Down] : 41
[Gene87_UP, Gene36_UP] : 41
[Gene38_Down, Gene80_Down] : 47
[Gene30_Down, Gene88_Down] : 41
[Gene25_UP, Gene70_Down] : 43
[Gene53_UP, Gene38_Down] : 40
[Gene47_UP, Gene41_Down] : 46
[Gene59_UP, Gene76_Down] : 46
[Gene55_UP, Gene32_Down] : 40
[Gene38_Down, Gene84_UP] : 42
[Gene59_UP, Gene36_UP] : 48
[Gene71_UP, Gene91_UP] : 42
[Gene8_UP, Gene77_UP] : 41
[Gene94_UP, Gene36_UP] : 40
[Gene59_UP, Gene13_Down] : 54
[Gene30_Down, Gene65_Down] : 41
[Gene82_Down, Gene13_Down] : 51
[Gene88_Down, Gene89_UP] : 41
[Gene76_Down, Gene36_UP] : 42
[Gene67_UP, Gene58_Down] : 40
[Gene1_UP, Gene13_Down] : 44
[Gene73_Down, Gene88_Down] : 40
[Gene96_Down, Gene65_Down] : 43
[Gene96_Down, Gene66_UP] : 44
[Gene58_Down, Gene68_Down] : 40
[Gene38_Down, Gene88_Down] : 50
[Gene58_Down, Gene21_UP] : 46
[Gene58_Down, Gene70_Down] : 47
[Gene96_Down, Gene32_Down] : 47
[Gene87_UP, Gene95_Down] : 43
[Gene59_UP, Gene30_Down] : 42
[Gene91_UP, Gene32_Down] : 48
[Gene87_UP, Gene70_Down] : 46
[Gene6_UP, Gene99_UP] : 40
[Gene38_Down, Gene34_Down] : 41
[Gene59_UP, Gene45_UP] : 44
[Gene87_UP, Gene17_UP] : 42
[Gene28_Down, Gene48_UP] : 40
[Gene41_Down, Gene71_UP] : 41
[Gene59_UP, Gene68_Down] : 49
[Gene38_Down, Gene55_UP] : 41
[Gene11_Down, Gene32_Down] : 42
[Gene72_UP, Gene76_Down] : 43
[Gene6_UP, Gene100_Down] : 40
[Gene72_UP, Gene29_Down] : 40
[Gene91_UP, Gene8_UP] : 40
[Gene38_Down, Gene29_Down] : 41
[Gene85_Down, Gene59_UP] : 42
[Gene28_Down, Gene76_Down] : 47
[Gene16_Down, Gene88_Down] : 42
[Gene7_Down, Gene38_Down] : 40
[Gene6_UP, Gene65_Down] : 43
[Gene32_Down, Gene94_UP] : 49
[Gene58_Down, Gene94_UP] : 44
[Gene24_Down, Gene81_UP] : 44
[Gene52_Down, Gene54_UP] : 43
[Gene59_UP, Gene97_Down] : 49
[Gene87_UP, Gene76_Down] : 41
[Gene10_Down, Gene36_UP] : 40
[Gene36_UP, Gene88_Down] : 44
[Gene2_Down, Gene94_UP] : 42
[Gene10_Down, Gene30_Down] : 41
[Gene10_Down, Gene26_UP] : 40
[Gene41_Down, Gene88_Down] : 52
[Gene32_Down, Gene65_Down] : 47
[Gene72_UP, Gene84_UP] : 41
[Gene10_Down, Gene22_UP] : 40
[Gene72_UP, Gene17_UP] : 40
[Gene21_UP, Gene13_Down] : 45
[Gene8_UP, Gene82_Down] : 44
[Gene32_Down, Gene2_Down] : 44
[Gene26_UP, Gene2_Down] : 40
[Gene38_Down, Gene25_UP] : 42
[Gene82_Down, Gene70_Down] : 46
[Gene52_Down, Gene81_UP] : 40
[Gene96_Down, Gene80_Down] : 42
[Gene21_UP, Gene88_Down] : 40
[Gene52_Down, Gene91_UP] : 44
[Gene76_Down, Gene70_Down] : 43
[Gene59_UP, Gene11_Down] : 43
[Gene72_UP, Gene30_Down] : 41
[Gene69_Down, Gene16_Down] : 40
[Gene38_Down, Gene82_Down] : 48
[Gene32_Down, Gene88_Down] : 43
[Gene52_Down, Gene68_Down] : 40
[Gene96_Down, Gene24_Down] : 46
[Gene10_Down, Gene8_UP] : 42
[Gene37_UP, Gene88_Down] : 43
[Gene10_Down, Gene1_UP] : 50
[Gene80_Down, Gene81_UP] : 41
[Gene28_Down, Gene47_UP] : 51
[Gene6_UP, Gene88_Down] : 45
[Gene72_UP, Gene94_UP] : 45
[Gene4_Down, Gene88_Down] : 40
[Gene10_Down, Gene100_Down] : 42
[Gene10_Down, Gene41_Down] : 49
[Gene59_UP, Gene16_Down] : 46
[Gene72_UP, Gene55_UP] : 41
[Gene28_Down, Gene16_Down] : 41
[Gene72_UP, Gene44_Down] : 49
[Gene67_UP, Gene13_Down] : 40
[Gene28_Down, Gene17_UP] : 40
[Gene80_Down, Gene32_Down] : 42
[Gene10_Down, Gene65_Down] : 47
[Gene12_UP, Gene38_Down] : 41
[Gene59_UP, Gene23_UP] : 42
[Gene65_Down, Gene94_UP] : 42
[Gene47_UP, Gene1_UP] : 49
[Gene72_UP, Gene2_Down] : 49
[Gene10_Down, Gene11_Down] : 42
[Gene28_Down, Gene13_Down] : 50
[Gene77_UP, Gene54_UP] : 40
[Gene72_UP, Gene59_UP] : 62
[Gene72_UP, Gene36_UP] : 49
[Gene87_UP, Gene21_UP] : 41
[Gene72_UP, Gene24_Down] : 46
[Gene68_Down, Gene13_Down] : 41
[Gene97_Down, Gene2_Down] : 40
[Gene96_Down, Gene77_UP] : 40
[Gene28_Down, Gene90_UP] : 40
[Gene47_UP, Gene70_Down] : 48
[Gene58_Down, Gene17_UP] : 40
[Gene69_Down, Gene80_Down] : 41
[Gene47_UP, Gene88_Down] : 49
[Gene59_UP, Gene21_UP] : 46
[Gene87_UP, Gene18_Down] : 40
[Gene28_Down, Gene96_Down] : 47
[Gene68_Down, Gene94_UP] : 43
[Gene96_Down, Gene51_Down] : 44
[Gene37_UP, Gene32_Down] : 40
[Gene67_UP, Gene88_Down] : 44
[Gene47_UP, Gene77_UP] : 41
[Gene87_UP, Gene37_UP] : 40
[Gene82_Down, Gene68_Down] : 43
[Gene82_Down, Gene36_UP] : 44
[Gene24_Down, Gene54_UP] : 50
[Gene87_UP, Gene69_Down] : 47
[Gene20_Down, Gene54_UP] : 40
[Gene44_Down, Gene13_Down] : 46
[Gene87_UP, Gene88_Down] : 54
[Gene91_UP, Gene70_Down] : 46
[Gene96_Down, Gene70_Down] : 44
[Gene67_UP, Gene1_UP] : 50
[Gene47_UP, Gene80_Down] : 44
[Gene6_UP, Gene45_UP] : 43
[Gene59_UP, Gene62_Down] : 40
[Gene72_UP, Gene21_UP] : 48
[Gene28_Down, Gene36_UP] : 41
[Gene38_Down, Gene99_UP] : 45
[Gene72_UP, Gene93_UP] : 40
[Gene67_UP, Gene32_Down] : 48
[Gene2_Down, Gene70_Down] : 44
[Gene69_Down, Gene1_UP] : 44
[Gene18_Down, Gene28_Down] : 41
[Gene6_UP, Gene82_Down] : 45
[Gene82_Down, Gene88_Down] : 46
[Gene44_Down, Gene82_Down] : 46
[Gene59_UP, Gene63_UP] : 40
[Gene94_UP, Gene1_UP] : 46
[Gene72_UP, Gene13_Down] : 53
[Gene84_UP, Gene1_UP] : 43
[Gene69_Down, Gene41_Down] : 46
[Gene97_Down, Gene13_Down] : 49
[Gene52_Down, Gene58_Down] : 42
[Gene28_Down, Gene82_Down] : 48
[Gene67_UP, Gene41_Down] : 41
[Gene59_UP, Gene44_Down] : 47
[Gene88_Down, Gene90_UP] : 40
[Gene47_UP, Gene96_Down] : 43
[Gene10_Down, Gene77_UP] : 41
[Gene87_UP, Gene6_UP] : 46
[Gene82_Down, Gene89_UP] : 41
[Gene38_Down, Gene13_Down] : 47
[Gene28_Down, Gene55_UP] : 40
[Gene28_Down, Gene10_Down] : 51
[Gene75_UP, Gene54_UP] : 42
[Gene41_Down, Gene81_UP] : 40
[Gene14_UP, Gene96_Down] : 40
[Gene10_Down, Gene91_UP] : 49
[Gene32_Down, Gene21_UP] : 48
[Gene68_Down, Gene70_Down] : 40
[Gene100_Down, Gene32_Down] : 41
[Gene96_Down, Gene86_Down] : 42
[Gene88_Down, Gene95_Down] : 45
[Gene87_UP, Gene58_Down] : 45
[Gene67_UP, Gene38_Down] : 51
[Gene59_UP, Gene46_Down] : 40
[Gene10_Down, Gene95_Down] : 42
[Gene11_Down, Gene38_Down] : 40
[Gene10_Down, Gene58_Down] : 49
[Gene38_Down, Gene30_Down] : 45
[Gene91_UP, Gene48_UP] : 43
[Gene67_UP, Gene72_UP] : 45
[Gene80_Down, Gene70_Down] : 41
[Gene96_Down, Gene82_Down] : 52
[Gene89_UP, Gene70_Down] : 42
[Gene87_UP, Gene13_Down] : 44
[Gene66_UP, Gene88_Down] : 42
[Gene25_UP, Gene13_Down] : 40
[Gene38_Down, Gene26_UP] : 41
[Gene59_UP, Gene22_UP] : 42
[Gene28_Down, Gene45_UP] : 41
[Gene2_Down, Gene54_UP] : 43
[Gene59_UP, Gene78_UP] : 44
[Gene82_Down, Gene94_UP] : 40
[Gene81_UP, Gene54_UP] : 43
[Gene2_Down, Gene13_Down] : 47
[Gene96_Down, Gene88_Down] : 49
[Gene10_Down, Gene78_UP] : 41
[Gene59_UP, Gene55_UP] : 44
[Gene67_UP, Gene47_UP] : 42
[Gene28_Down, Gene89_UP] : 42
[Gene72_UP, Gene91_UP] : 48
